fecha_registro,origen_registro,orden_buscada,orden_suministro,tipo_entrega,entidad,almacen_clues_destino,clues_destino,unidad_destino,proveedor,orden,clave_cnis,descripcion,piezas_emitidas,piezas_recibidas_ol,piezas_entregadas_clues,tipo_red,grupo_terapeutico,estatus_operativo,estatus_base,origen_compendio,operador_logistico,estatus_recepcion_ol,estatus_entrega_estado,estatus_incidencia_completa,tipo_incidencia,atribuible_a,estatus_incidencia,responsable,observaciones,pdf_cedula_rechazo,pdf_correo_seguimiento
2026-03-04,CARGA EXCEL,HEC-23-02-2026-23040064-E001,HEC-23-02-2026-23040064-E001,,QUINTANA ROO,QRIMB001606-HOSPITAL DE ESPECIALIDADES DE CHETUMAL ,,,,HEC-23-02-2026-23040064-E001,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-03-04,CARGA EXCEL,HEC-23-02-2026-23040070-E001,HEC-23-02-2026-23040070-E001,,QUINTANA ROO,QRIMB001606-HOSPITAL DE ESPECIALIDADES DE CHETUMAL ,,,,HEC-23-02-2026-23040070-E001,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-03-04,CARGA EXCEL,HEC-23-02-2026-23040070-E001,HEC-23-02-2026-23040070-E001,,QUINTANA ROO,QRIMB001606-HOSPITAL DE ESPECIALIDADES DE CHETUMAL ,,,,HEC-23-02-2026-23040070-E001,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-03-04,CARGA EXCEL,HEC-23-02-2026-23040134-E001,HEC-23-02-2026-23040134-E001,,QUINTANA ROO,QRIMB001606-HOSPITAL DE ESPECIALIDADES DE CHETUMAL ,,,,HEC-23-02-2026-23040134-E001,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-03-04,CARGA EXCEL,HEC-23-02-2026-23009334-E001,HEC-23-02-2026-23009334-E001,,QUINTANA ROO,QRIMB001606-HOSPITAL DE ESPECIALIDADES DE CHETUMAL ,,,,HEC-23-02-2026-23009334-E001,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-02-05,CARGA EXCEL,IMB-15-02-2026-15037372-U013,IMB-15-02-2026-15037372-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15037372-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,DOCUMENTACIÓN INCOMPLETA,,
2026-03-03,CARGA EXCEL,IMB-12-01-2026-12042014-U013,IMB-12-01-2026-12042014-U013,,GUERRERO,GRSSA011626-ALMACÉN CENTRAL SERVICIOS ESTATALES DE SALUD DE GUERRERO,,,,IMB-12-01-2026-12042014-U013,,,,,,,,RESUELTO,,,,,,,,ESTADO,,,SIN QUERER SELLAR FACTURA,,
2026-02-09,CARGA EXCEL,IMB-30-02-2026-30038817-U013,IMB-30-02-2026-30038817-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30038817-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,"PERMISO DE IMPORTACIÓN VENCIDO, SE HABÍA RECHAZADO ANTERIORMENTE ",,
2026-02-10,CARGA EXCEL,RQU-15-02-2025-150733-E001,RQU-15-02-2025-150733-E001,,MEXICO,MCIMB012295-HOSPITAL REGIONAL DE ALTA ESPECIALIDAD IXTAPALUCA,,,,RQU-15-02-2025-150733-E001,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,Hospital cuenta con un servicio subrogado que nos brinda dicho insumos.,,
2026-03-03,CARGA EXCEL,IMB-12-01-2026-12042014-U013,IMB-12-01-2026-12042014-U013,,GUERRERO,GRSSA011626-ALMACÉN CENTRAL SERVICIOS ESTATALES DE SALUD DE GUERRERO,,,,IMB-12-01-2026-12042014-U013,,,,,,,,RESUELTO,,,,,,,,ESTADO,,,SIN QUERER SELLAR FACTURA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15228854-U013,IMBB-15-02-2025-15228854-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15228854-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,NO TENIA CITA CONFIRMADA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15243554-U013,IMBB-15-02-2025-15243554-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15243554-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15255644-U013,IMBB-15-02-2025-15255644-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15255644-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15243690-2025,IMBB-15-02-2025-15243690-2025,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15243690-2025,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15224083-2025,IMBB-15-02-2025-15224083-2025,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15224083-2025,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15235492-2025,IMBB-15-02-2025-15235492-2025,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15235492-2025,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMB-15-02-2026-15031675-U013,IMB-15-02-2026-15031675-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031675-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMB-15-02-2026-15031589-U013,IMB-15-02-2026-15031589-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031589-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15255500-U013,IMBB-15-02-2025-15255500-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15255500-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,INSUMO FALTANTE EN 3 LOTES,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15228722-U013,IMBB-15-02-2025-15228722-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15228722-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15224083-U013,IMBB-15-02-2025-15224083-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15224083-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15243690-U013,IMBB-15-02-2025-15243690-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15243690-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15255644-U013,IMBB-15-02-2025-15255644-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15255644-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15235492-U013,IMBB-15-02-2025-15235492-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15235492-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15031675-U013,IMBB-15-02-2025-15031675-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15031675-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15235492-U013,IMBB-15-02-2025-15235492-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15235492-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15243690-U014,IMBB-15-02-2025-15243690-U014,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15243690-U014,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15224083-U013,IMBB-15-02-2025-15224083-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15224083-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15252644-U013,IMBB-15-02-2025-15252644-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15252644-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMB-15-02-2026-15031675-U013,IMB-15-02-2026-15031675-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031675-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-10,CARGA EXCEL,IMBB-15-02-2025-15235382-U013,IMBB-15-02-2025-15235382-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15235382-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,FUERA DE PLAN,,
2026-02-11,CARGA EXCEL,IMB-30-02-2026-30036675-U013,IMB-30-02-2026-30036675-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30036675-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,Falta de Carta Canje,,
2026-02-11,CARGA EXCEL,IMB-15-02-2026-15031569-U013,IMB-15-02-2026-15031569-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031569-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,DOCUMENTACIÓN INCOMPLETA,,
2026-02-11,CARGA EXCEL,IMBB-15-02-2025-15157220-U013,IMBB-15-02-2025-15157220-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15157220-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,FUERA DE PLAN,,
2026-02-11,CARGA EXCEL,IMBB-15-02-2025-15091108-U013,IMBB-15-02-2025-15091108-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15091108-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,FUERA DE PLAN,,
2026-02-11,CARGA EXCEL,IMBB-15-02-2025-15255457-U013,IMBB-15-02-2025-15255457-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15255457-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-11,CARGA EXCEL,IMBB-15-02-2025-15026532-U013,IMBB-15-02-2025-15026532-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15026532-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-11,CARGA EXCEL,IMBB-15-02-2025-15255542-U013,IMBB-15-02-2025-15255542-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMBB-15-02-2025-15255542-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,CAJA O ETIQUETA INCORRECTA,,
2026-02-11,CARGA EXCEL,IMBB-30-02-2025-30260498-U013,IMBB-30-02-2025-30260498-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMBB-30-02-2025-30260498-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,VIOLACIÓN DE SELLOS Y DAÑO DE EMPAQUE SECUNDARIO,,
2026-02-12,CARGA EXCEL,IMB-30-02-2026-30036659-U013,IMB-30-02-2026-30036659-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30036659-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,SE SOLICITÓ EL CAMBIO DE CLUES POR LA TEMPERATURA,,
2026-02-12,CARGA EXCEL,IMB-30-02-2026-30036677-U013,IMB-30-02-2026-30036677-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30036677-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,SIN ESTABILIDAD TÉRMICA,,
2026-02-12,CARGA EXCEL,IMB-30-02-2026-30036675-U013,IMB-30-02-2026-30036675-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30036675-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,"en la Carta Canje, la clave del producto está capturada de manera incorrecta",,
2026-03-03,CARGA EXCEL,IMB-12-01-2026-12042014-U013,IMB-12-01-2026-12042014-U013,,GUERRERO,GRSSA011626-ALMACÉN CENTRAL SERVICIOS ESTATALES DE SALUD DE GUERRERO,,,,IMB-12-01-2026-12042014-U013,,,,,,,,RESUELTO,,,,,,,,ESTADO,,,DOMICILIO FISCAL,,
2026-02-13,CARGA EXCEL,IMBB-30-02-2025-30260347-U013,IMBB-30-02-2025-30260347-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMBB-30-02-2025-30260347-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,Se detectaron múltiples excursiones de temperatura fuera del rango establecido,,
2026-02-13,CARGA EXCEL,IMB-30-02-2026-30026968-U013,IMB-30-02-2026-30026968-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30026968-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,Se detectaron múltiples excursiones de temperatura fuera del rango establecido,,
2026-02-13,CARGA EXCEL,IMB-30-02-3003-20266631-U013,IMB-30-02-3003-20266631-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-3003-20266631-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,"Excursión de Temp., Rechazo anterior",,
2026-02-20,CARGA EXCEL,IMBB-30-02-2025-30047115-U013,IMBB-30-02-2025-30047115-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMBB-30-02-2025-30047115-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,NO SE PRESENTÓ EL PROVEEDOR A LA CITA,,
2026-02-24,CARGA EXCEL,IMB-30-02-2026-30057170-U013,IMB-30-02-2026-30057170-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30057170-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,El empaque secundario no presenta impreso el No. de Registro Sanitario.,,
2026-01-23,CARGA EXCEL,IMBB-30-02-2025-30226395-U013,IMBB-30-02-2025-30226395-U013,,VERACRUZ,VZSSA017163-ALMACEN ESTATAL A VERACRUZ,,,,IMBB-30-02-2025-30226395-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,LLEVABAN OTRO LOTE,,
2026-02-11,CARGA EXCEL,IMB-03-02-2026-03037554-U013,IMB-03-02-2026-03037554-U013,,BAJA CALIFORNIA SUR,BSSSA000893-ALMACÉN CENTRAL JURISDICCIÓN LA PAZ,,,,IMB-03-02-2026-03037554-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-02-18,CARGA EXCEL,IMB-03-02-2025-03263161,IMB-03-02-2025-03263161,,BAJA CALIFORNIA SUR,BSSSA000893-ALMACÉN CENTRAL JURISDICCIÓN LA PAZ,,,,IMB-03-02-2025-03263161,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-02-18,CARGA EXCEL,IMB-03-02-2026-03345596-U013,IMB-03-02-2026-03345596-U013,,BAJA CALIFORNIA SUR,BSSSA000893-ALMACÉN CENTRAL JURISDICCIÓN LA PAZ,,,,IMB-03-02-2026-03345596-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,SOBREINVENTARIO,,
2026-02-12,CARGA EXCEL,IMB-30-02-2026-30036552-U013,IMB-30-02-2026-30036552-U013,,VERACRUZ,VZSSA017163-ALMACEN ESTATAL A VERACRUZ,,,,IMB-30-02-2026-30036552-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,FALTARON 25 PIEZAS,,
2026-02-20,CARGA EXCEL,IMB-30-02-2026-30036495-U013,IMB-30-02-2026-30036495-U013,,VERACRUZ,VZSSA017163-ALMACEN ESTATAL A VERACRUZ,,,,IMB-30-02-2026-30036495-U013,,,,,,,,RECHAZADO,,,,,,,,ESTADO,,,FALTANTE DE PIEZAS,,
2026-03-04,CARGA EXCEL,ZIMB-30-01-2025-30006164-U013,ZIMB-30-01-2025-30006164-U013,,VERACRUZ,VZSSA017163-ALMACEN ESTATAL A VERACRUZ,,,,ZIMB-30-01-2025-30006164-U013,,,,,,,,RECHAZADO,,,,,,,,OPERADOR LOGÍSTICO,,,EL ENVASE SECUNDARIO NO CUENTA CON LA CLAVE COMPLETA DEL SECTOR SALUD,,
2026-02-26,CARGA EXCEL,IMB-30-02-2026-30036716-U013,IMB-30-02-2026-30036716-U013,,VERACRUZ,VZSSA017163-ALMACEN ESTATAL A VERACRUZ,,,,IMB-30-02-2026-30036716-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,FALTANTE DE 13 PIEZAS,,
2026-03-04,CARGA EXCEL,IMB-30-02-2026-30036677-U013,IMB-30-02-2026-30036677-U013,,VERACRUZ,VZSSA017286-ALMACÉN ESTATAL D,,,,IMB-30-02-2026-30036677-U013,,,,,,,,RECHAZADO,,,,,,,,PROVEEDOR,,,información del datalogger se detectó una excursión de temperatura,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15013783-U013,IMB-15-02-2026-15013783-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15013783-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15013724-U013,IMB-15-02-2026-15013724-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15013724-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15013704-U013,IMB-15-02-2026-15013704-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15013704-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15013697-U013,IMB-15-02-2026-15013697-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15013697-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031724-U013,IMB-15-02-2026-15031724-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031724-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031723-U013,IMB-15-02-2026-15031723-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031723-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031722-U013,IMB-15-02-2026-15031722-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031722-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031720-U013,IMB-15-02-2026-15031720-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031720-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031719-U013,IMB-15-02-2026-15031719-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031719-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031718-U013,IMB-15-02-2026-15031718-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031718-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031717-U013,IMB-15-02-2026-15031717-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031717-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031715-U013,IMB-15-02-2026-15031715-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031715-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031710-U013,IMB-15-02-2026-15031710-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031710-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031707-U013,IMB-15-02-2026-15031707-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031707-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031700-U013,IMB-15-02-2026-15031700-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031700-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031699-U013,IMB-15-02-2026-15031699-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031699-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031696-U013,IMB-15-02-2026-15031696-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031696-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031695-U013,IMB-15-02-2026-15031695-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031695-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031694-U013,IMB-15-02-2026-15031694-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031694-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15031685-U013,IMB-15-02-2026-15031685-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15031685-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15046113-U013,IMB-15-02-2026-15046113-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15046113-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15042333-U013,IMB-15-02-2026-15042333-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15042333-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15042332-U013,IMB-15-02-2026-15042332-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15042332-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
2026-03-09,CARGA EXCEL,IMB-15-02-2026-15042331-U013,IMB-15-02-2026-15042331-U013,,MEXICO,IMSSB22032024HUE-CEDIS HUEHUETOCA,,,,IMB-15-02-2026-15042331-U013,,,,,,,,RESUELTO,,,,,,,,PROVEEDOR,,,EL PROVEEDOR NO SE PRESENTÓ A SU CITA,,
